V1	V2	V3	V4	V5	V6
H2_Bulk_34_20872_2	H2_Bulk_34_20872_2	K02931	409	873	1
H2_Bulk_34_20958_2	H2_Bulk_34_20958_2	K02876	79	630	-1
H2_Bulk_34_22113_1	H2_Bulk_34_22113_1	K02906	22	672	-1
H2_Bulk_34_22113_2	H2_Bulk_34_22113_2	K02946	687	1034	-1
H2_Bulk_34_22266_1	H2_Bulk_34_22266_1	K02895	45	359	1
H2_Bulk_34_2229_3	H2_Bulk_34_2229_3	K02906	415	1038	1
H2_Bulk_34_2229_4	H2_Bulk_34_2229_4	K02926	1038	1664	1
H2_Bulk_34_22906_1	H2_Bulk_34_22906_1	K02890	1	243	-1
H2_Bulk_34_22906_2	H2_Bulk_34_22906_2	K02965	307	597	-1
H2_Bulk_34_22906_3	H2_Bulk_34_22906_3	K02886	615	1022	-1
H2_Bulk_34_22950_2	H2_Bulk_34_22950_2	K02946	490	804	1
H2_Bulk_34_23235_2	H2_Bulk_34_23235_2	K02961	271	576	-1
H2_Bulk_34_23492_2	H2_Bulk_34_23492_2	K02886	119	943	1
H2_Bulk_34_23613_1	H2_Bulk_34_23613_1	K02946	1	306	-1
H2_Bulk_34_2369_3	H2_Bulk_34_2369_3	K02876	1691	2122	-1
H2_Bulk_34_23722_1	H2_Bulk_34_23722_1	K02886	1	657	1
H2_Bulk_34_23824_1	H2_Bulk_34_23824_1	K02965	127	402	1
H2_Bulk_34_23824_2	H2_Bulk_34_23824_2	K02890	402	731	1
H2_Bulk_34_23838_1	H2_Bulk_34_23838_1	K02931	1	609	1
H2_Bulk_34_23927_2	H2_Bulk_34_23927_2	K02982	140	976	1
H2_Bulk_34_23933_1	H2_Bulk_34_23933_1	K02876	40	483	-1
H2_Bulk_34_2395_2	H2_Bulk_34_2395_2	K02881	128	496	-1
H2_Bulk_34_2395_3	H2_Bulk_34_2395_3	K02933	520	1059	-1
H2_Bulk_34_23992_2	H2_Bulk_34_23992_2	K02906	212	862	-1
H2_Bulk_34_23994_4	H2_Bulk_34_23994_4	K02881	960	1238	1
H2_Bulk_34_2436_3	H2_Bulk_34_2436_3	K02982	622	1356	1
H2_Bulk_34_24466_1	H2_Bulk_34_24466_1	K02946	3	329	1
H2_Bulk_34_2765_1	H2_Bulk_34_2765_1	K02982	164	904	1
H2_Bulk_34_28692_3	H2_Bulk_34_28692_3	K02926	660	1499	1
H2_Bulk_34_2934_1	H2_Bulk_34_2934_1	nxrA_alignment	2	1990	-1
H2_Bulk_34_3441_4	H2_Bulk_34_3441_4	K02906	1404	1901	-1
H2_Bulk_34_3466_2	H2_Bulk_34_3466_2	K02895	148	465	-1
H2_Bulk_34_3466_3	H2_Bulk_34_3466_3	K02874	465	833	-1
H2_Bulk_34_3466_4	H2_Bulk_34_3466_4	K02961	841	1146	-1
H2_Bulk_34_36285_1	H2_Bulk_34_36285_1	K10946	463	1227	1
H2_Bulk_34_3664_2	H2_Bulk_34_3664_2	K02994	279	686	-1
H2_Bulk_34_3664_4	H2_Bulk_34_3664_4	K02931	931	1500	-1
H2_Bulk_34_3664_5	H2_Bulk_34_3664_5	K02895	1500	1814	-1
H2_Bulk_34_3702_2	H2_Bulk_34_3702_2	K02965	229	546	-1
H2_Bulk_34_3780_2	H2_Bulk_34_3780_2	K02946	1437	1772	1
H2_Bulk_34_3797_3	H2_Bulk_34_3797_3	K02886	923	1750	1
H2_Bulk_34_3839_1	H2_Bulk_34_3839_1	K02886	2	607	1
H2_Bulk_34_3839_3	H2_Bulk_34_3839_3	K02890	1001	1339	1
H2_Bulk_34_3839_4	H2_Bulk_34_3839_4	K02982	1366	1833	1
H2_Bulk_34_4122_1	H2_Bulk_34_4122_1	K02906	1	561	-1
H2_Bulk_34_4260_1	H2_Bulk_34_4260_1	K02874	2	415	1
H2_Bulk_34_4260_3	H2_Bulk_34_4260_3	K02931	725	1432	1
H2_Bulk_34_4260_4	H2_Bulk_34_4260_4	K02994	1447	1773	1
H2_Bulk_34_4374_2	H2_Bulk_34_4374_2	K02982	366	1058	-1
H2_Bulk_34_5055_1	H2_Bulk_34_5055_1	K02926	3	335	1
H2_Bulk_34_5091_2	H2_Bulk_34_5091_2	K02876	334	777	1
H2_Bulk_34_51457_2	H2_Bulk_34_51457_2	K02895	85	393	-1
H2_Bulk_34_51457_3	H2_Bulk_34_51457_3	K02874	403	843	-1
H2_Bulk_34_5382_2	H2_Bulk_34_5382_2	K02946	1193	1498	1
H2_Bulk_34_5477_1	H2_Bulk_34_5477_1	K02994	3	254	-1
H2_Bulk_34_5477_2	H2_Bulk_34_5477_2	K02931	536	1114	-1
H2_Bulk_34_5477_3	H2_Bulk_34_5477_3	K02895	1151	1516	-1
H2_Bulk_34_5524_4	H2_Bulk_34_5524_4	K02906	1490	1975	1
H2_Bulk_34_5668_1	H2_Bulk_34_5668_1	K02933	3	542	1
H2_Bulk_34_5668_2	H2_Bulk_34_5668_2	K02881	551	916	1
H2_Bulk_34_5828_1	H2_Bulk_34_5828_1	nxrB_alignment	119	1408	-1
H2_Bulk_34_5895_3	H2_Bulk_34_5895_3	K02876	481	966	1
H2_Bulk_34_591_2	H2_Bulk_34_591_2	K02926	101	925	1
H2_Bulk_34_591_4	H2_Bulk_34_591_4	K02886	1237	2076	1
H2_Bulk_34_591_5	H2_Bulk_34_591_5	K02965	2158	2439	1
H2_Bulk_34_5992_1	H2_Bulk_34_5992_1	K02886	1	447	1
H2_Bulk_34_6341_2	H2_Bulk_34_6341_2	K02874	95	463	-1
H2_Bulk_34_6341_3	H2_Bulk_34_6341_3	K02961	556	834	-1
H2_Bulk_34_6407_1	H2_Bulk_34_6407_1	K03553	437	1501	-1
H2_Bulk_34_6619_1	H2_Bulk_34_6619_1	K02982	9	476	-1
H2_Bulk_34_6619_2	H2_Bulk_34_6619_2	K02890	477	842	-1
H2_Bulk_34_6619_3	H2_Bulk_34_6619_3	K02965	881	1162	-1
H2_Bulk_34_7067_4	H2_Bulk_34_7067_4	K02982	901	1512	1
H2_Bulk_34_7196_2	H2_Bulk_34_7196_2	K02876	1359	1796	-1
H2_Bulk_34_7236_3	H2_Bulk_34_7236_3	K02926	706	1326	-1
H2_Bulk_34_7263_2	H2_Bulk_34_7263_2	K00370	714	1499	-1
H2_Bulk_34_7334_2	H2_Bulk_34_7334_2	K02895	475	717	1
H2_Bulk_34_7334_3	H2_Bulk_34_7334_3	K02931	781	1338	1
H2_Bulk_34_7341_1	H2_Bulk_34_7341_1	K02906	2	289	1
H2_Bulk_34_7514_2	H2_Bulk_34_7514_2	K02886	232	1056	-1
H2_Bulk_34_7636_2	H2_Bulk_34_7636_2	K02994	158	559	-1
H2_Bulk_34_7636_4	H2_Bulk_34_7636_4	K02931	751	1470	-1
H2_Bulk_34_836_7	H2_Bulk_34_836_7	K02961	2080	2358	1
H2_Bulk_34_9695_1	H2_Bulk_34_9695_1	K03553	67	1104	-1
H2_Bulk_34_9704_3	H2_Bulk_34_9704_3	K02961	390	734	1
H2_Bulk_34_9704_4	H2_Bulk_34_9704_4	K02874	745	1113	1
H2_Bulk_34_9704_5	H2_Bulk_34_9704_5	K02895	1116	1361	1
H2_Bulk_34_9976_1	H2_Bulk_34_9976_1	K02895	3	242	-1
H2_Bulk_34_9976_2	H2_Bulk_34_9976_2	K02874	245	613	-1
H2_Bulk_35_scaffold_10012_2	H2_Bulk_35_scaffold_10012_2	K02926	136	756	1
H2_Bulk_35_scaffold_10033_3	H2_Bulk_35_scaffold_10033_3	K02926	604	1224	-1
H2_Bulk_35_scaffold_10077_2	H2_Bulk_35_scaffold_10077_2	K02982	91	834	-1
H2_Bulk_35_scaffold_10459_1	H2_Bulk_35_scaffold_10459_1	K02926	2	403	1
H2_Bulk_35_scaffold_10459_3	H2_Bulk_35_scaffold_10459_3	K02886	691	1383	1
H2_Bulk_35_scaffold_10721_3	H2_Bulk_35_scaffold_10721_3	K02926	763	1374	-1
H2_Bulk_35_scaffold_10731_1	H2_Bulk_35_scaffold_10731_1	K02874	167	535	1
H2_Bulk_35_scaffold_10731_3	H2_Bulk_35_scaffold_10731_3	K02931	903	1373	1
H2_Bulk_35_scaffold_11171_2	H2_Bulk_35_scaffold_11171_2	K02876	105	596	1
H2_Bulk_35_scaffold_11195_3	H2_Bulk_35_scaffold_11195_3	K02933	714	1256	1
H2_Bulk_35_scaffold_1137_3	H2_Bulk_35_scaffold_1137_3	K02874	1859	2230	1
H2_Bulk_35_scaffold_1137_4	H2_Bulk_35_scaffold_1137_4	K02994	2373	2756	1
H2_Bulk_35_scaffold_11382_3	H2_Bulk_35_scaffold_11382_3	K02994	693	1088	1
H2_Bulk_35_scaffold_11398_2	H2_Bulk_35_scaffold_11398_2	K02946	170	478	-1
H2_Bulk_35_scaffold_11837_2	H2_Bulk_35_scaffold_11837_2	K02886	252	1076	1
H2_Bulk_35_scaffold_11837_3	H2_Bulk_35_scaffold_11837_3	K02965	1079	1327	1
H2_Bulk_35_scaffold_12330_2	H2_Bulk_35_scaffold_12330_2	K02946	1057	1311	1
H2_Bulk_35_scaffold_12430_1	H2_Bulk_35_scaffold_12430_1	K02933	173	724	-1
H2_Bulk_35_scaffold_12430_2	H2_Bulk_35_scaffold_12430_2	K02994	728	1132	-1
H2_Bulk_35_scaffold_12605_2	H2_Bulk_35_scaffold_12605_2	K00368	220	1302	-1
H2_Bulk_35_scaffold_12634_1	H2_Bulk_35_scaffold_12634_1	K05916	32	1165	1
H2_Bulk_35_scaffold_12703_2	H2_Bulk_35_scaffold_12703_2	K02874	72	440	-1
H2_Bulk_35_scaffold_12828_2	H2_Bulk_35_scaffold_12828_2	K02906	348	1001	1
H2_Bulk_35_scaffold_12972_2	H2_Bulk_35_scaffold_12972_2	K02895	94	414	1
H2_Bulk_35_scaffold_12972_3	H2_Bulk_35_scaffold_12972_3	K02931	467	1195	1
H2_Bulk_35_scaffold_12978_1	H2_Bulk_35_scaffold_12978_1	K02994	3	398	1
H2_Bulk_35_scaffold_12978_2	H2_Bulk_35_scaffold_12978_2	K02933	402	932	1
H2_Bulk_35_scaffold_12978_3	H2_Bulk_35_scaffold_12978_3	K02881	942	1289	1
H2_Bulk_35_scaffold_13022_2	H2_Bulk_35_scaffold_13022_2	K02906	310	978	1
H2_Bulk_35_scaffold_1305_3	H2_Bulk_35_scaffold_1305_3	K02931	1648	2277	-1
H2_Bulk_35_scaffold_1305_4	H2_Bulk_35_scaffold_1305_4	K02895	2270	2641	-1
H2_Bulk_35_scaffold_1340_3	H2_Bulk_35_scaffold_1340_3	K02931	743	1309	1
H2_Bulk_35_scaffold_1340_6	H2_Bulk_35_scaffold_1340_6	K02933	2105	2620	1
H2_Bulk_35_scaffold_1353_1	H2_Bulk_35_scaffold_1353_1	K02933	1	495	-1
H2_Bulk_35_scaffold_13533_1	H2_Bulk_35_scaffold_13533_1	K03553	43	1119	-1
H2_Bulk_35_scaffold_1353_4	H2_Bulk_35_scaffold_1353_4	K02895	1557	1919	-1
H2_Bulk_35_scaffold_13540_2	H2_Bulk_35_scaffold_13540_2	K02926	793	1689	1
H2_Bulk_35_scaffold_13900_2	H2_Bulk_35_scaffold_13900_2	K02906	789	1259	1
H2_Bulk_35_scaffold_1418_3	H2_Bulk_35_scaffold_1418_3	K02931	1074	1652	-1
H2_Bulk_35_scaffold_14397_3	H2_Bulk_35_scaffold_14397_3	K02994	745	1140	1
H2_Bulk_35_scaffold_14575_1	H2_Bulk_35_scaffold_14575_1	K00368	2	994	1
H2_Bulk_35_scaffold_14864_3	H2_Bulk_35_scaffold_14864_3	K02982	400	1233	-1
H2_Bulk_35_scaffold_14934_2	H2_Bulk_35_scaffold_14934_2	K02946	256	576	1
H2_Bulk_35_scaffold_14934_3	H2_Bulk_35_scaffold_14934_3	K02906	700	1230	1
H2_Bulk_35_scaffold_1499_2	H2_Bulk_35_scaffold_1499_2	K02876	258	695	-1
H2_Bulk_35_scaffold_1499_5	H2_Bulk_35_scaffold_1499_5	K02881	1869	2525	-1
H2_Bulk_35_scaffold_15024_1	H2_Bulk_35_scaffold_15024_1	K02931	2	223	1
H2_Bulk_35_scaffold_15024_3	H2_Bulk_35_scaffold_15024_3	K02994	469	876	1
H2_Bulk_35_scaffold_15166_3	H2_Bulk_35_scaffold_15166_3	K02874	318	686	-1
H2_Bulk_35_scaffold_15466_1	H2_Bulk_35_scaffold_15466_1	K02876	99	530	-1
H2_Bulk_35_scaffold_15486_2	H2_Bulk_35_scaffold_15486_2	K02946	700	1017	1
H2_Bulk_35_scaffold_15899_1	H2_Bulk_35_scaffold_15899_1	K00260	216	1205	-1
H2_Bulk_35_scaffold_16252_2	H2_Bulk_35_scaffold_16252_2	K02881	560	907	-1
H2_Bulk_35_scaffold_16484_2	H2_Bulk_35_scaffold_16484_2	K02906	186	863	-1
H2_Bulk_35_scaffold_16613_1	H2_Bulk_35_scaffold_16613_1	K02895	2	232	1
H2_Bulk_35_scaffold_16613_2	H2_Bulk_35_scaffold_16613_2	K02931	236	793	1
H2_Bulk_35_scaffold_17095_1	H2_Bulk_35_scaffold_17095_1	K00368	1	1107	1
H2_Bulk_35_scaffold_17150_1	H2_Bulk_35_scaffold_17150_1	K02926	3	347	1
H2_Bulk_35_scaffold_17150_3	H2_Bulk_35_scaffold_17150_3	K02886	680	1174	1
H2_Bulk_35_scaffold_17239_2	H2_Bulk_35_scaffold_17239_2	K02895	110	427	-1
H2_Bulk_35_scaffold_17239_3	H2_Bulk_35_scaffold_17239_3	K02874	427	795	-1
H2_Bulk_35_scaffold_1727_1	H2_Bulk_35_scaffold_1727_1	nxrA_alignment	3	2420	-1
H2_Bulk_35_scaffold_17277_1	H2_Bulk_35_scaffold_17277_1	K02933	2	358	-1
H2_Bulk_35_scaffold_17277_2	H2_Bulk_35_scaffold_17277_2	K02994	374	976	-1
H2_Bulk_35_scaffold_17343_2	H2_Bulk_35_scaffold_17343_2	K02876	1146	1376	-1
H2_Bulk_35_scaffold_17417_1	H2_Bulk_35_scaffold_17417_1	K02931	2	325	-1
H2_Bulk_35_scaffold_17895_2	H2_Bulk_35_scaffold_17895_2	K02946	675	983	1
H2_Bulk_35_scaffold_18303_1	H2_Bulk_35_scaffold_18303_1	K02886	3	791	1
H2_Bulk_35_scaffold_18698_2	H2_Bulk_35_scaffold_18698_2	K02874	157	528	-1
H2_Bulk_35_scaffold_18772_1	H2_Bulk_35_scaffold_18772_1	K00370	3	1139	1
H2_Bulk_35_scaffold_19038_1	H2_Bulk_35_scaffold_19038_1	K02946	94	402	-1
H2_Bulk_35_scaffold_19104_2	H2_Bulk_35_scaffold_19104_2	K02926	746	1132	1
H2_Bulk_35_scaffold_19138_2	H2_Bulk_35_scaffold_19138_2	K02874	212	577	1
H2_Bulk_35_scaffold_19138_3	H2_Bulk_35_scaffold_19138_3	K02895	580	846	1
H2_Bulk_35_scaffold_19154_1	H2_Bulk_35_scaffold_19154_1	K03553	22	1101	1
H2_Bulk_35_scaffold_19307_3	H2_Bulk_35_scaffold_19307_3	K02906	722	1129	1
H2_Bulk_35_scaffold_19428_2	H2_Bulk_35_scaffold_19428_2	K02931	317	856	1
H2_Bulk_35_scaffold_1943_4	H2_Bulk_35_scaffold_1943_4	K02876	1198	1653	1
H2_Bulk_35_scaffold_19485_4	H2_Bulk_35_scaffold_19485_4	K02874	750	1118	1
H2_Bulk_35_scaffold_19563_1	H2_Bulk_35_scaffold_19563_1	K00368	27	1124	-1
H2_Bulk_35_scaffold_19690_1	H2_Bulk_35_scaffold_19690_1	K03553	45	1121	1
H2_Bulk_35_scaffold_19725_2	H2_Bulk_35_scaffold_19725_2	K02994	122	517	-1
H2_Bulk_35_scaffold_1986_1	H2_Bulk_35_scaffold_1986_1	K02994	22	417	-1
H2_Bulk_35_scaffold_1986_4	H2_Bulk_35_scaffold_1986_4	K02895	1282	1605	-1
H2_Bulk_35_scaffold_1986_5	H2_Bulk_35_scaffold_1986_5	K02874	1617	1985	-1
H2_Bulk_35_scaffold_2038_3	H2_Bulk_35_scaffold_2038_3	K02926	1104	1736	1
H2_Bulk_35_scaffold_20595_2	H2_Bulk_35_scaffold_20595_2	K02926	295	921	-1
H2_Bulk_35_scaffold_20884_2	H2_Bulk_35_scaffold_20884_2	K02906	146	796	1
H2_Bulk_35_scaffold_20884_3	H2_Bulk_35_scaffold_20884_3	K02926	793	1101	1
H2_Bulk_35_scaffold_21196_2	H2_Bulk_35_scaffold_21196_2	K02926	626	1093	1
H2_Bulk_35_scaffold_21385_1	H2_Bulk_35_scaffold_21385_1	K02895	2	316	1
H2_Bulk_35_scaffold_21385_2	H2_Bulk_35_scaffold_21385_2	K02931	319	981	1
H2_Bulk_35_scaffold_21439_2	H2_Bulk_35_scaffold_21439_2	K02906	225	899	1
H2_Bulk_35_scaffold_21567_1	H2_Bulk_35_scaffold_21567_1	K02961	116	391	-1
H2_Bulk_35_scaffold_21950_2	H2_Bulk_35_scaffold_21950_2	K03553	665	1081	-1
H2_Bulk_35_scaffold_22009_1	H2_Bulk_35_scaffold_22009_1	K02931	3	362	-1
H2_Bulk_35_scaffold_22009_2	H2_Bulk_35_scaffold_22009_2	K02895	362	766	-1
H2_Bulk_35_scaffold_22054_1	H2_Bulk_35_scaffold_22054_1	K00368	1	1080	-1
H2_Bulk_35_scaffold_22414_2	H2_Bulk_35_scaffold_22414_2	K02881	205	564	1
H2_Bulk_35_scaffold_23212_3	H2_Bulk_35_scaffold_23212_3	K02965	546	827	-1
H2_Bulk_35_scaffold_23355_2	H2_Bulk_35_scaffold_23355_2	K02946	570	893	-1
H2_Bulk_35_scaffold_23705_1	H2_Bulk_35_scaffold_23705_1	K02994	2	337	-1
H2_Bulk_35_scaffold_23705_3	H2_Bulk_35_scaffold_23705_3	K02931	569	1054	-1
H2_Bulk_35_scaffold_23709_2	H2_Bulk_35_scaffold_23709_2	K02965	283	558	1
H2_Bulk_35_scaffold_23751_2	H2_Bulk_35_scaffold_23751_2	K02961	331	603	-1
H2_Bulk_35_scaffold_23934_1	H2_Bulk_35_scaffold_23934_1	K02946	1	270	-1
H2_Bulk_35_scaffold_24623_2	H2_Bulk_35_scaffold_24623_2	K02931	190	729	-1
H2_Bulk_35_scaffold_24623_3	H2_Bulk_35_scaffold_24623_3	K02895	732	1040	-1
H2_Bulk_35_scaffold_24636_2	H2_Bulk_35_scaffold_24636_2	K02881	434	802	1
H2_Bulk_35_scaffold_25199_2	H2_Bulk_35_scaffold_25199_2	K02946	502	807	1
H2_Bulk_35_scaffold_25199_3	H2_Bulk_35_scaffold_25199_3	K02926	822	1031	1
H2_Bulk_35_scaffold_25205_1	H2_Bulk_35_scaffold_25205_1	K03553	1	963	-1
H2_Bulk_35_scaffold_25256_1	H2_Bulk_35_scaffold_25256_1	K02926	3	335	1
H2_Bulk_35_scaffold_2527_5	H2_Bulk_35_scaffold_2527_5	K02881	1571	1945	1
H2_Bulk_35_scaffold_25679_2	H2_Bulk_35_scaffold_25679_2	K02876	340	807	1
H2_Bulk_35_scaffold_25758_2	H2_Bulk_35_scaffold_25758_2	K02994	540	947	-1
H2_Bulk_35_scaffold_25870_3	H2_Bulk_35_scaffold_25870_3	K02931	593	1021	-1
H2_Bulk_35_scaffold_26075_2	H2_Bulk_35_scaffold_26075_2	K02906	195	857	-1
H2_Bulk_35_scaffold_26140_2	H2_Bulk_35_scaffold_26140_2	K02931	488	982	1
H2_Bulk_35_scaffold_26_3	H2_Bulk_35_scaffold_26_3	K00371	2011	3648	-1
H2_Bulk_35_scaffold_26341_3	H2_Bulk_35_scaffold_26341_3	K02876	723	1016	-1
H2_Bulk_35_scaffold_26344_1	H2_Bulk_35_scaffold_26344_1	K02994	423	812	1
H2_Bulk_35_scaffold_26423_3	H2_Bulk_35_scaffold_26423_3	K02876	517	1014	1
H2_Bulk_35_scaffold_26472_1	H2_Bulk_35_scaffold_26472_1	K02931	41	625	1
H2_Bulk_35_scaffold_26729_3	H2_Bulk_35_scaffold_26729_3	K02881	619	984	-1
H2_Bulk_35_scaffold_27386_1	H2_Bulk_35_scaffold_27386_1	K02931	1	420	-1
H2_Bulk_35_scaffold_27386_2	H2_Bulk_35_scaffold_27386_2	K02895	426	740	-1
H2_Bulk_35_scaffold_27386_3	H2_Bulk_35_scaffold_27386_3	K02874	743	1003	-1
H2_Bulk_35_scaffold_2747_3	H2_Bulk_35_scaffold_2747_3	K02946	1582	1896	1
H2_Bulk_35_scaffold_2764_3	H2_Bulk_35_scaffold_2764_3	K02931	683	1222	-1
H2_Bulk_35_scaffold_2764_4	H2_Bulk_35_scaffold_2764_4	K02895	1233	1550	-1
H2_Bulk_35_scaffold_28196_3	H2_Bulk_35_scaffold_28196_3	K02994	620	991	-1
H2_Bulk_35_scaffold_2874_1	H2_Bulk_35_scaffold_2874_1	K02946	2	217	1
H2_Bulk_35_scaffold_2874_2	H2_Bulk_35_scaffold_2874_2	K02906	403	1107	1
H2_Bulk_35_scaffold_2874_3	H2_Bulk_35_scaffold_2874_3	K02926	1119	1742	1
H2_Bulk_35_scaffold_28977_1	H2_Bulk_35_scaffold_28977_1	K02906	26	604	-1
H2_Bulk_35_scaffold_2988_2	H2_Bulk_35_scaffold_2988_2	K02895	511	837	-1
H2_Bulk_35_scaffold_2988_3	H2_Bulk_35_scaffold_2988_3	K02874	837	1214	-1
H2_Bulk_35_scaffold_3059_2	H2_Bulk_35_scaffold_3059_2	K10945	824	2038	1
H2_Bulk_35_scaffold_327_2	H2_Bulk_35_scaffold_327_2	K02926	322	942	1
H2_Bulk_35_scaffold_327_4	H2_Bulk_35_scaffold_327_4	K02886	1256	2083	1
H2_Bulk_35_scaffold_327_5	H2_Bulk_35_scaffold_327_5	K02965	2093	2368	1
H2_Bulk_35_scaffold_327_6	H2_Bulk_35_scaffold_327_6	K02890	2368	2697	1
H2_Bulk_35_scaffold_327_7	H2_Bulk_35_scaffold_327_7	K02982	2707	3501	1
H2_Bulk_35_scaffold_34683_1	H2_Bulk_35_scaffold_34683_1	K02931	1	609	1
H2_Bulk_35_scaffold_3569_2	H2_Bulk_35_scaffold_3569_2	K02982	325	1245	-1
H2_Bulk_35_scaffold_3865_3	H2_Bulk_35_scaffold_3865_3	K02886	979	1803	1
H2_Bulk_35_scaffold_4053_2	H2_Bulk_35_scaffold_4053_2	K02946	551	856	-1
H2_Bulk_35_scaffold_4130_1	H2_Bulk_35_scaffold_4130_1	nxrB_alignment	12	1301	-1
H2_Bulk_35_scaffold_42221_2	H2_Bulk_35_scaffold_42221_2	K02906	406	735	1
H2_Bulk_35_scaffold_42221_3	H2_Bulk_35_scaffold_42221_3	K02926	740	1102	1
H2_Bulk_35_scaffold_46153_2	H2_Bulk_35_scaffold_46153_2	K02931	139	504	1
H2_Bulk_35_scaffold_4667_3	H2_Bulk_35_scaffold_4667_3	K02946	1464	1772	1
H2_Bulk_35_scaffold_4842_1	H2_Bulk_35_scaffold_4842_1	nxrB_alignment	35	1324	-1
H2_Bulk_35_scaffold_50_12	H2_Bulk_35_scaffold_50_12	K02994	5232	5624	-1
H2_Bulk_35_scaffold_5056_1	H2_Bulk_35_scaffold_5056_1	K02895	47	361	1
H2_Bulk_35_scaffold_5056_2	H2_Bulk_35_scaffold_5056_2	K02931	361	918	1
H2_Bulk_35_scaffold_5056_4	H2_Bulk_35_scaffold_5056_4	K02994	1110	1511	1
H2_Bulk_35_scaffold_50_7	H2_Bulk_35_scaffold_50_7	K02876	3201	3638	-1
H2_Bulk_35_scaffold_532_1	H2_Bulk_35_scaffold_532_1	K02982	2	1609	1
H2_Bulk_35_scaffold_5422_3	H2_Bulk_35_scaffold_5422_3	K02982	924	1616	1
H2_Bulk_35_scaffold_5464_4	H2_Bulk_35_scaffold_5464_4	K02931	955	1692	1
H2_Bulk_35_scaffold_5506_2	H2_Bulk_35_scaffold_5506_2	nxrB_alignment	1000	1695	-1
H2_Bulk_35_scaffold_5539_3	H2_Bulk_35_scaffold_5539_3	K02931	881	1450	1
H2_Bulk_35_scaffold_5596_5	H2_Bulk_35_scaffold_5596_5	K02881	1306	1686	-1
H2_Bulk_35_scaffold_59858_1	H2_Bulk_35_scaffold_59858_1	K02886	3	557	-1
H2_Bulk_35_scaffold_6353_1	H2_Bulk_35_scaffold_6353_1	K02876	2	430	-1
H2_Bulk_35_scaffold_65_10	H2_Bulk_35_scaffold_65_10	K02965	3300	3575	-1
H2_Bulk_35_scaffold_65_11	H2_Bulk_35_scaffold_65_11	K02886	3592	4416	-1
H2_Bulk_35_scaffold_65_13	H2_Bulk_35_scaffold_65_13	K02926	4727	5329	-1
H2_Bulk_35_scaffold_65_15	H2_Bulk_35_scaffold_65_15	K02946	6058	6369	-1
H2_Bulk_35_scaffold_65_2	H2_Bulk_35_scaffold_65_2	K02931	242	781	-1
H2_Bulk_35_scaffold_6529_1	H2_Bulk_35_scaffold_6529_1	K02886	4	828	-1
H2_Bulk_35_scaffold_6529_3	H2_Bulk_35_scaffold_6529_3	K02926	1142	1612	-1
H2_Bulk_35_scaffold_65_3	H2_Bulk_35_scaffold_65_3	K02895	802	1116	-1
H2_Bulk_35_scaffold_6699_3	H2_Bulk_35_scaffold_6699_3	K02881	861	1226	1
H2_Bulk_35_scaffold_7227_3	H2_Bulk_35_scaffold_7227_3	K02982	870	1559	1
H2_Bulk_35_scaffold_7460_2	H2_Bulk_35_scaffold_7460_2	K02931	332	901	-1
H2_Bulk_35_scaffold_7460_4	H2_Bulk_35_scaffold_7460_4	K02874	1218	1544	-1
H2_Bulk_35_scaffold_79322_1	H2_Bulk_35_scaffold_79322_1	K02881	23	388	1
H2_Bulk_35_scaffold_7956_1	H2_Bulk_35_scaffold_7956_1	K02906	2	514	-1
H2_Bulk_35_scaffold_7956_2	H2_Bulk_35_scaffold_7956_2	K02946	602	937	-1
H2_Bulk_35_scaffold_8205_2	H2_Bulk_35_scaffold_8205_2	K02946	281	616	-1
H2_Bulk_35_scaffold_8353_3	H2_Bulk_35_scaffold_8353_3	K02931	806	1417	1
H2_Bulk_35_scaffold_8809_3	H2_Bulk_35_scaffold_8809_3	K02886	553	1386	1
H2_Bulk_35_scaffold_9117_3	H2_Bulk_35_scaffold_9117_3	K05916	284	1393	-1
H2_Bulk_35_scaffold_9164_2	H2_Bulk_35_scaffold_9164_2	K02994	331	729	1
H2_Bulk_35_scaffold_921_1	H2_Bulk_35_scaffold_921_1	nxrA_alignment	119	2935	1
H2_Bulk_35_scaffold_9533_2	H2_Bulk_35_scaffold_9533_2	K02906	312	998	-1
H2_Bulk_35_scaffold_9537_2	H2_Bulk_35_scaffold_9537_2	K02876	239	682	1
H2_Bulk_35_scaffold_985_3	H2_Bulk_35_scaffold_985_3	K02876	565	963	1
H2_Bulk_36_scaffold_10047_1	H2_Bulk_36_scaffold_10047_1	K10946	72	800	1
H2_Bulk_36_scaffold_10047_2	H2_Bulk_36_scaffold_10047_2	K10944	991	1449	1
H2_Bulk_36_scaffold_10095_1	H2_Bulk_36_scaffold_10095_1	K03553	42	1163	-1
H2_Bulk_36_scaffold_10414_2	H2_Bulk_36_scaffold_10414_2	K02876	561	1070	-1
H2_Bulk_36_scaffold_10653_1	H2_Bulk_36_scaffold_10653_1	K02933	3	386	-1
H2_Bulk_36_scaffold_10653_2	H2_Bulk_36_scaffold_10653_2	K02994	447	893	-1
H2_Bulk_36_scaffold_10709_1	H2_Bulk_36_scaffold_10709_1	K03553	53	1141	1
H2_Bulk_36_scaffold_10869_1	H2_Bulk_36_scaffold_10869_1	K00368	1	1137	1
H2_Bulk_36_scaffold_11158_1	H2_Bulk_36_scaffold_11158_1	K02926	3	434	-1
H2_Bulk_36_scaffold_11158_2	H2_Bulk_36_scaffold_11158_2	K02906	436	1128	-1
